game_id,category,clue,correct_response,round
9232,WHEN I GROW UP I WANT TO BE...,"This kind of scientist, like Ross Geller on ""Friends"", who used the one-word job description ""dinosaurs""","$600
21",Jeopardy
9232,DIE HARD,"Referring to its Pop-O-Matic dice device, a board game has used the slogan ""There's more"" this ""in the bubble""","$600
19",Jeopardy
9232,DIE HARD,"Be unbelievably proficient with a rope, hoop, ball, clubs & ribbon","$600
23",Jeopardy
9232,DIE HARD,It describes a government composed of 2 legislative chambers,"$600
15",Jeopardy
9232,DIE HARD,"At the battle of Waterloo in 1815, 72-year-old Field Marshal Blücher commanded the forces of this German kingdom","$800
2",Jeopardy
9232,DIE HARD,"In search of America, this author grabbed his poodle & took off for some ""Travels with Charley"" in 1962","$800
5",Jeopardy
9232,DESCRIBING THE OLYMPIC EVENT,"A rep for this government agency, like Jamie Lee Curtis in ""Everything Everywhere All at Once""","$800
16",Jeopardy
9232,DESCRIBING THE OLYMPIC EVENT,"A game called Ludus duodecim scriptorum, 12-lined game, was the ancient Roman version of this game that uses two dice","$800
18",Jeopardy
9232,DESCRIBING THE OLYMPIC EVENT,"Easily confused with a body part; row, row, row your boat with an oar in each hand","$800
11",Jeopardy
9232,DESCRIBING THE OLYMPIC EVENT,"A topical medication like miconazole, for combating athlete's foot","$800
14",Jeopardy
9232,DESCRIBING THE OLYMPIC EVENT,"After an 1885 siege, the Mahdists slaughtered the British defenders of this city at the junction of the Blue & White Niles","DD: $1,000
1",Jeopardy
9232,"FIN""AL"" WORDS","The title of this Terry McMillan novel refers to Ms. Payne, a divorced 42-year-old woman, & a trip to Jamaica","$1000
7",Jeopardy
9232,"FIN""AL"" WORDS","This type of psycholog""ist"", just like B.F. Skinner--except I won't raise my kid in an air-conditioned box","$1000
17",Jeopardy
9232,"FIN""AL"" WORDS",This game named for a Tanzanian island gives you 3 dice & 20 chips; lose all your chips & you're the winner,"$1000
13",Jeopardy
9232,"FIN""AL"" WORDS","Your fencing foe must get the point (not the edge), mask to feet; no translation needed at the Paris Games","$1000
20",Jeopardy
9232,"FIN""AL"" WORDS","You dip a bit into philosophical vocabulary when you call something this kind of ""threat"" to the survival of a person or a country","$1000
10",Jeopardy
9232,JAMAICA,"In 2022, as many in Jamaica wanted to jettison the British monarchy, this couple made a goodwill visit with awkward moments","$400
24",Double Jeopardy
9232,JAMAICA,"As Miles Teller reminded us on the ""SNL"" 50th anniversary show, it wasn't ""Top Gun II"" but ""Top Gun:"" this word","$400
22",Double Jeopardy
9232,JAMAICA,"In a 1940 film W.C. Fields says, ""On a trek"", this wine tool was lost & ""we were compelled to live on food & water""","$400
25",Double Jeopardy
9232,JAMAICA,"In ""Bloom County"", a stressed Opus enjoyed breaks in a patch of these, with the familiar puffy white seed heads","$400
29",Double Jeopardy
9232,JAMAICA,"Paganini wasted no time when he revolutionized music for this instrument with his 24 caprices, Opus 1","$400
27",Double Jeopardy
9232,MOVIE SEQUELS,The cat's got me on the hook for $250 after it destroyed a Söderhamn ottoman I bought at this chain; maybe I'll get an Återlöga,"$400
30",Double Jeopardy
9232,MOVIE SEQUELS,"In 1958 Jamaica joined with several other Caribbean countries in forming the W.I.F., this regional ""Federation""","$800
21",Double Jeopardy
9232,MOVIE SEQUELS,"John C. Reilly reprised his title voice role in a 2018 sequel as this guy who ""Breaks the Internet""","$800
18",Double Jeopardy
9232,MOVIE SEQUELS,"About the immorality of men, Oscar Wilde wrote, ""We are all in the gutter, but some of us are looking at"" these","$800
23",Double Jeopardy
9232,MOVIE SEQUELS,"An Amsterdam museum of this flower said during its 1600s ""mania"", a single bulb sold for 3 times a merchant's annual income","$800
26",Double Jeopardy
9232,COMPLETE THE QUOTE,"Sousa composed the ""Washington Post"" march; Johann Strauss II's Opus 279 is the ""Morning Papers"" this dance tune","$800
20",Double Jeopardy
9232,COMPLETE THE QUOTE,"Not sure how kitty used my account on this service advertised by Gronk & the Mannings, but he lost me $150 on the Breeders' Cup","$800
28",Double Jeopardy
9232,COMPLETE THE QUOTE,"The makers of this Bob Marley biopic found their thrill at Strawberry Hill, a hotel that's one of the movie's authentic locations","$1200
3",Double Jeopardy
9232,COMPLETE THE QUOTE,"""The Matrix"" sequels all had words starting with ""Re"" in their titles:""Reloaded"" ,""Revolutions"" &,in 2021, these","$1200
5",Double Jeopardy
9232,COMPLETE THE QUOTE,"James Brown meant dudes like Clyde Stubblefield when he said he was gonna ""give"" this musician ""some"" before a solo","$1200
12",Double Jeopardy
9232,BLOOM COUNTY,"Flowers of the star-of-this Mideastern city bloom in May, not around Christmas","DD: $1,400
17",Double Jeopardy
9232,BLOOM COUNTY,"Chopin's Opus 57 is a berceuse, a word for this type of song, thought to be inspired by a little girl named Louisette Viardot","DD: $1,000
15",Double Jeopardy
9232,BLOOM COUNTY,"I paid a hundred bucks for some sheets of paper to learn the designs of Akira Yoshizawa in this art--pussums, you owe me","$1200
19",Double Jeopardy
9232,BLOOM COUNTY,"Though the island is known for its Rastafarians, its largest religious group is this numerical Protestant millennialist sect","$1600
1",Double Jeopardy
9232,BLOOM COUNTY,"The subtitle of the sequel to this Sandra Bullock film was ""Armed & Fabulous""","$1600
4",Double Jeopardy
9232,OPUS,"According to Friedrich Nietzsche, ""If you gaze for long into"" one of these bottomless basins, it ""gazes also into you""","$1600
6",Double Jeopardy
9232,OPUS,"Popular for its vibrant colors, the Dutch type of this flower is grown from a bulb","$1600
16",Double Jeopardy
9232,OPUS,"Premiered in 1948, Arnold Schoenberg's Opus 46 is ""a survivor from"" this Polish city's ghetto & includes the Shema prayer","$1600
11",Double Jeopardy
9232,OPUS,It sure didn't take the cat long to hoover up $200 worth of the Ossetra type of this,"$1600
14",Double Jeopardy
9232,OPUS,"Jamaica's economy is dominated by tourism, remittances & exports of this mineral, the chief ore of aluminum","$2000
2",Double Jeopardy
9232,BILL THE CAT,"Bruce Campbell gave us the now iconic line, ""Gimme some sugar, baby"" in this ""Evil Dead"" sequel","$2000
7",Double Jeopardy
9232,BILL THE CAT,"Hamlet wondered about taking ""arms against"" these metaphoric waters ""and by opposing end them""","$2000
8",Double Jeopardy
9232,BILL THE CAT,"Bearing flowers in late fall, this 2-word shrub of the Eastern U.S. with yellow, twisted petals casts a spell against inflammation","$2000
9",Double Jeopardy
9232,BILL THE CAT,"This French composer with a hyphenated name loved to travel to North Africa, as heard in his Opus 60, ""Suite algérienne""","$2000
10",Double Jeopardy
9232,BILL THE CAT,"Looks like Dr. Patches Adams got himself a CAT scan! That's also called a CT scan--CT, short for this--& that heart one cost $6k!","$2000
13",Double Jeopardy
9232,HISTORIC NAMES,"Some 200 years after her birth, she was awarded the rank of General in Maryland's National Guard on Veterans Day 2024","Some 200 years after her birth, she was awarded the rank of General in Maryland's National Guard on Veterans Day 2024",Final Jeopardy
9231,"THE DEVIL, YOU SEE!","In a 2024 holiday film a young boy misspells this name in a letter, summoning Jack Black as a devil for detail","$200
26",Jeopardy
9231,"THE DEVIL, YOU SEE!",Caput,"$200
15",Jeopardy
9231,"THE DEVIL, YOU SEE!","It means capable of using both hands equally well, though a news report dubbed an MLB Lefty/righty pitcher ""amphibious""","$200
30",Jeopardy
9231,"THE DEVIL, YOU SEE!",This chain's to-go offerings aren't limited to items like the Meatzza pizza; it's also got Loaded Tots,"$200
18",Jeopardy
9231,"THE DEVIL, YOU SEE!","Of Johns Hopkins' ""4 Top Ways to Live Longer"", No. 1 was simply ""Don't"" do this, & the surgeon general concurs","$200
29",Jeopardy
9231,"YOUR BODY, IN LATIN","Prospero says, ""We are such stuff as"" these ""are made on, and our little life is rounded with a sleep""","$200
11",Jeopardy
9231,"YOUR BODY, IN LATIN","When going to ""Hell and Back"" in 2015, it was s'all good, man, as this actor voiced the man downstairs","$400
20",Jeopardy
9231,"YOUR BODY, IN LATIN",Pulmo,"$400
22",Jeopardy
9231,"YOUR BODY, IN LATIN","If your pulse races thinking of the Estelon Aura loudspeaker, you're this type of enthusiast","$400
28",Jeopardy
9231,"YOUR BODY, IN LATIN","This Mexican grill lists the 53 ingredients it uses, & yes, one of them is the chili pepper it's named for","$400
4",Jeopardy
9231,"ALL 5 VOWELS, JUST ONE WORD","Spanish for ""sixth hour"", these midday naps are said to help Iberian folk mitigate heart disease risks","$400
27",Jeopardy
9231,"ALL 5 VOWELS, JUST ONE WORD",Prospero freed this spirit who was magically bound to a tree & used him to create the storm that sinks the ship,"$400
10",Jeopardy
9231,"ALL 5 VOWELS, JUST ONE WORD","Tom Ellis, in this TV title role:""Nothing screams weekend like tequila & scantily clad women... & tequila"" (& it was Wednesday)","$600
3",Jeopardy
9231,"ALL 5 VOWELS, JUST ONE WORD",Carpus,"$600
23",Jeopardy
9231,"ALL 5 VOWELS, JUST ONE WORD","The ATF has a webpage on ""rules &"" these, which, actually, are also rules","$600
24",Jeopardy
9231,"HOT, TO GO","This chain advises looking for its hot light to know when its original glazed doughnuts are, y'know, hot","$600
16",Jeopardy
9231,"HOT, TO GO","Try this diet named for a sea to get healthier; it includes lentils, extra virgin olive oil & wine","$600
25",Jeopardy
9231,"HOT, TO GO",This daughter of Prospero was but 3 years old when she was set adrift in a boat with her father,"$600
7",Jeopardy
9231,"HOT, TO GO","In ""The Devil's Advocate"", this actor told Keanu love is overrated, & biochemically like eating a bunch of chocolate","$800
19",Jeopardy
9231,"HOT, TO GO",Talus,"$800
1",Jeopardy
9231,LIVE LONG,"This plural word means the science of flight & is the first ""A"" in NASA","$800
21",Jeopardy
9231,LIVE LONG,"Beijing Beef & Honey Walnut Shrimp are on the menu of this place that puns, ""We wok for you""","$800
12",Jeopardy
9231,LIVE LONG,"It's better to eat complex these, which contain more nutrients than simple ones & increase blood sugar more slowly","$800
17",Jeopardy
9231,LIVE LONG,"Prospero threatens pain for this subordinate, son of the sorceress Sycorax: ""Each pinch more stinging than bees that made 'em""","$800
5",Jeopardy
9231,LIVE LONG,"In 2000, this British woman was the very model of devilishness as she bedazzled Brendan Fraser","$1000
14",Jeopardy
9231,PROSPERO,Pectus,"$1000
2",Jeopardy
9231,PROSPERO,"To joke in a way others may find inappropriate, like me saying you have too much money, I'm taking back $3,000 each; I'm being...","$1000
9",Jeopardy
9231,PROSPERO,"You can get soup or mac & cheese in a bread bowl from this place with a name from Latin for ""bread basket""","DD: $1,000
8",Jeopardy
9231,PROSPERO,This member of the ginger family is known to have anti-inflammatory properties & can offer protection against cancer,"$1000
13",Jeopardy
9231,PROSPERO,"Prospero was once the duke of this Italian city, but his brother did him dirty","$1000
6",Jeopardy
9231,THE ENGLISH PAST,"Led by this commander, a Roman army invaded Britain for the first time in 55 B.C.","$400
30",Double Jeopardy
9231,THE ENGLISH PAST,"Lake Enriquillo, in this country near its border with Haiti, is one of the few saltwater lakes with crocodiles","$400
11",Double Jeopardy
9231,THE ENGLISH PAST,"Prohibition comes to Colorado: ""Boardwalk Park""","$400
29",Double Jeopardy
9231,THE ENGLISH PAST,"Washington's Roosevelt Lake, the state's largest, is a reservoir formed after completion of the Grand Coulee Dam along this river","$400
28",Double Jeopardy
9231,THE ENGLISH PAST,"Usually known by its first 4 letters, it's a protective canvas covering that's been waterproofed","$400
26",Double Jeopardy
9231,"IS THERE A ""D.R."" IN THE HOUSE?",(Jon Hamm presents the clue.) One sign your neighbor might be a mole working against the U.S. is if he lives way better than his job would suggest; like two guys in the Virginia suburbs; the CIA's Aldrich Ames & Robert Hanssen of this agency,"$400
27",Double Jeopardy
9231,"IS THERE A ""D.R."" IN THE HOUSE?",Romney Marsh has completely dried into pastureland & lends its name to a breed of this grazing animal,"$800
2",Double Jeopardy
9231,"IS THERE A ""D.R."" IN THE HOUSE?","At the National Palace in Mexico City, you can see this artist's mural ""The History of Mexico""","$800
9",Double Jeopardy
9231,"IS THERE A ""D.R."" IN THE HOUSE?","They came together in an ""Emmy-Winning Episode"":""Modern Guy""","$800
4",Double Jeopardy
9231,"IS THERE A ""D.R."" IN THE HOUSE?","In water-speak, a reservoir's water is said to be this by a dam, like cars that are illegally parked & get towed","$800
25",Double Jeopardy
9231,TV SHOW MASHUPS,"From the name of a British author, this adjective can describe a totalitarian state","$800
15",Double Jeopardy
9231,TV SHOW MASHUPS,"(Olivia Munn presents the clue..) A complicated woman who betrays her best friend Nell, Sula Mae in a novel by this author, has a name that has been linked to Shulamite woman in the biblical Song of Solomon","$800
24",Double Jeopardy
9231,TV SHOW MASHUPS,"Published by Clarendon Press, this definitive reference work was completed in 1928 after 70 years of effort","DD: $2,000
1",Double Jeopardy
9231,TV SHOW MASHUPS,In 2018 this NBA star got teary eyed on CNN giving his opinions on the summit between Trump & Kim Jong-un,"$1200
10",Double Jeopardy
9231,TV SHOW MASHUPS,"From L.A.'s Westside to Oklahoma:""Curb Your Dogs""","$1200
18",Double Jeopardy
9231,"RESERVOIRS, DAWG","Cities bordering Kuybyshev Reservoir, largest on the Volga River, include Ulyanovsk, now named for this leader who was born there","DD: $2,929
3",Double Jeopardy
9231,"RESERVOIRS, DAWG",This adjective with a pair of F's in the middle can refer to something that's not possible to put in words,"$1200
14",Double Jeopardy
9231,"RESERVOIRS, DAWG","(Amanda Peet presents the clue..) Harry Potter fans know & despise Peter Pettigrew, nicknamed this, who betrayed his Gryffindor friends, like Harry's dad to become a loyal servant of Voldemort's","$1200
23",Double Jeopardy
9231,"RESERVOIRS, DAWG",1642's Battle of Edgehill outside London is considered the first major engagement of this conflict,"$1600
6",Double Jeopardy
9231,"RESERVOIRS, DAWG","""Eat my dust"" is surely a common refrain in this competition that despite the name took place in Saudi Arabia this year","$1600
8",Double Jeopardy
9231,9-LETTER VOCAB,"Freedom for a new musical star:""Prison Idol""","$1600
17",Double Jeopardy
9231,9-LETTER VOCAB,"Part of the Dept. of the Interior, it's the federal bureau in charge of water management, including dams & reservoirs","$1600
16",Double Jeopardy
9231,9-LETTER VOCAB,It's the chemical compound in chili peppers that brings the heat,"$1600
20",Double Jeopardy
9231,9-LETTER VOCAB,"(Amanda Peet presents the clue..) Once one of the USA's best-known scientists, geologist Clarence King, discoverer of this mountain, then the tallest in the United States; when he died in 1901 his friends found out he had a second life, wife & five kids, while living as a Black man named James Todd","$1600
22",Double Jeopardy
9231,9-LETTER VOCAB,"In 1976, this alliterative art figure entered the House of Lords as the first composer to be made a life peer","$2000
5",Double Jeopardy
9231,YOUR FRIENDS & NEIGHBORS,"Management-speak for someone immediately under a supervisor in hierarchy, telling the supe what's going on","$2000
7",Double Jeopardy
9231,YOUR FRIENDS & NEIGHBORS,"Kidman & Harrelson, together at last:""Big Little Detective""","$2000
13",Double Jeopardy
9231,YOUR FRIENDS & NEIGHBORS,"Formed in an ancient impact crater Manicouagan Reservoir earned the nickname ""Eye"" of this Canadian province thanks to its shape","$2000
12",Double Jeopardy
9231,YOUR FRIENDS & NEIGHBORS,"It's another word for upper case, like all the letters in the clue you're looking at","$2000
19",Double Jeopardy
9231,YOUR FRIENDS & NEIGHBORS,"(Olivia Munn presents the clue..) Near the end of this classic '40s movie Fred MacMurray says, ""The guy you were looking for was too close, right across the desk from you"" And Edward G. Robinson responds, ""Closer than that""","$2000
21",Double Jeopardy
9231,BROADWAY CAST ALBUMS,"In 2024, 21 years after it was first released, the original cast album for this show made the Top 40 for the first time","In 2024, 21 years after it was first released, the original cast album for this show made the Top 40 for the first time",Final Jeopardy
9230,"LOOKIN' BACK, TEXAS","In May 1846, the first major clash of the Mexican War took place over disputed territory between the Nueces River & this other waterway","$200
26",Jeopardy
9230,"LOOKIN' BACK, TEXAS","It's no surprise that this mammal has the largest mammary glands on Earth; amazingly, its young can drink 100 gallons of milk underwater","$200
29",Jeopardy
9230,"LOOKIN' BACK, TEXAS","The chemist who ""discovered"" this writing implement opined in a 2009 memoir, ""Yellow is still the only good color""","$200
27",Jeopardy
9230,"LOOKIN' BACK, TEXAS","Vienna's Sigmund Freud Museum had an installation called this furniture piece: ""Thinking in Repose""","$200
21",Jeopardy
9230,"LOOKIN' BACK, TEXAS","The young 'uns are familiar with the Cocomelon version of this classic that mentions a pig, a cow & the various noises they make","$200
17",Jeopardy
9230,MOTHER'S MILK,"Idiomatically, it ""loves company""","$200
28",Jeopardy
9230,MOTHER'S MILK,In 1928 this future president taught at an elementary school in Cotulla to earn money to continue his education,"$400
25",Jeopardy
9230,MOTHER'S MILK,The hooded species of this kind of mammal feeds its young for around 4 days; its fatty milk really blubbers up the pups,"$400
22",Jeopardy
9230,MOTHER'S MILK,"Pilot pen co.'s 1973 patent for ink ""erased by light wiping"" led to an increase in the use of these now-common writing surfaces","$400
23",Jeopardy
9230,MOTHER'S MILK,"Sept. 13, 2019 was Vanilla Beane Day in D.C., honoring a woman still doing this job of making hats at age 100","$400
19",Jeopardy
9230,DO THE WRITE THING,"In this tune Bob Seger sang, ""Today's music ain't got the same soul""","$400
6",Jeopardy
9230,DO THE WRITE THING,An emergency flag waved for help is this 8-letter type of signal,"$400
30",Jeopardy
9230,DO THE WRITE THING,"This high-end retailer opened in Dallas in 1907; in 2024, it was bought by the parent company of Saks Fifth Avenue","$600
16",Jeopardy
9230,DO THE WRITE THING,"These Asian apes nurse their young for as long as 8 or 9 years, longer than any other primate","$600
20",Jeopardy
9230,DO THE WRITE THING,"That little number on your pencil refers to hardness--how much of the ""lead"" is made of this vs. clay","$600
2",Jeopardy
9230,SOMETIMES YOU JUST GOTTA KNOW STUFF,"Later the New York Times' master of enigmatology, this man from Indiana sold his first puzzle when he was just 14","$600
18",Jeopardy
9230,SOMETIMES YOU JUST GOTTA KNOW STUFF,"A nostalgic Macklemore song says, ""I wish somebody would have told me... someday, these would be"" these","$600
5",Jeopardy
9230,SOMETIMES YOU JUST GOTTA KNOW STUFF,"The pain of bereavement; in a more fun way, a pal can ""give"" you some when gently ribbing you","$600
24",Jeopardy
9230,SOMETIMES YOU JUST GOTTA KNOW STUFF,The first Native Amer. leaders tried for a raid in U.S. courts had attacked this 2-word caravan of vehicles in Young County in 1871,"$800
8",Jeopardy
9230,SOMETIMES YOU JUST GOTTA KNOW STUFF,Mothers of the Virginia species of this pouched mammal have 13 nipples & their joeys latch on for 50 to 70 days,"$800
7",Jeopardy
9230,"""OLD"" SONGS",Ancient Greeks used these implements for writing on parchment; you may have used a modern version like the Apple Pencil,"$800
1",Jeopardy
9230,"""OLD"" SONGS","Boasting 14 times the luck, a record-setting clover with this many leaves was found in Japan in 2009","$800
3",Jeopardy
9230,"""OLD"" SONGS","The title of this Four Tops song precedes the lyric ""but with a different meaning since you been gone""","$800
4",Jeopardy
9230,"""OLD"" SONGS",Dejuan Clayton got an eighth year of NCAA hoops eligibility via this type of waiver; it means suffering but sounds like a tough boat,"$800
9",Jeopardy
9230,"""OLD"" SONGS","First name of Mr. Stilwell, who was inspired by spirits called brownies to develop the Texas gulf coast ""Port"" named for him","$1000
10",Jeopardy
9230,WOE-POURRI,"Used in some workout powders, this 6-letter protein is the main one in cow's milk","$1000
11",Jeopardy
9230,WOE-POURRI,"In 1910 German pen-trepreneurs trademarked this brand name for writing instruments of ""peak"" quality","DD: $2,000
12",Jeopardy
9230,WOE-POURRI,In 2017 this event in the Bahamas scammed people out of $26 million but of course there were plans for a second one in 2025,"$1000
13",Jeopardy
9230,WOE-POURRI,"Rod Stewart told us that this title object ""been broke a thousand times""","$1000
14",Jeopardy
9230,WOE-POURRI,"Paired with trials, they are rough experiences","$1000
15",Jeopardy
9230,COUNTRIES THAT START WITH A VOWEL,This has land borders with a somewhat larger & with a much larger country,"$400
25",Double Jeopardy
9230,COUNTRIES THAT START WITH A VOWEL,"The French for ""four"" gives us this word for a 4-line stanza","$400
26",Double Jeopardy
9230,COUNTRIES THAT START WITH A VOWEL,"""360"" CNN journalist &a parachuting hijacker","$400
17",Double Jeopardy
9230,LITERATURE,"A term in the news in 2025, this was the title of the highest authority in Venice, an elected job with life tenure","$400
27",Double Jeopardy
9230,LITERATURE,"According to legend, this small mountain nation had help from Charlemagne in gaining independence","$800
16",Double Jeopardy
9230,LITERATURE,"In the title of a novel by Jonathan Safran Foer, these 2 words precede ""and Incredibly Close""","$800
7",Double Jeopardy
9230,LITERATURE,A British scientist&the quarterback for the Carolina Panthers during their 2016 Super Bowl appearance,"$800
2",Double Jeopardy
9230,CHANGE AN E TO AN I,"He played himself in ""Don't Trust the B in Apartment 23"" & in ""Jay & Silent Bob Strike Back""","$800
11",Double Jeopardy
9230,CHANGE AN E TO AN I,"The Vikings ranged from Russia in the east to Newfoundland in the west, which they called this","$800
24",Double Jeopardy
9230,CHANGE AN E TO AN I,The capital cities of these 2 South American nations sit on opposite shores of the Rio de la Plata estuary,"DD: $6,000
15",Double Jeopardy
9230,CHANGE AN E TO AN I,"This master of light verse first contributed to ""The New Yorker"" in 1930; his poem began, ""Senator Smoot, Republican, Ut""","$1200
4",Double Jeopardy
9230,CHANGE AN E TO AN I,A chaos of clutter becomes a word for a lady sans ring,"$1200
23",Double Jeopardy
9230,SAME LAST NAME,"""The World Is Flat"" New York Times columnist&an economist who wrote ""Capitalism & Freedom""","$1200
12",Double Jeopardy
9230,SAME LAST NAME,It's no American fiction that this actor has played Colin Powell & Adam Clayton Powell Jr. on film,"$1200
20",Double Jeopardy
9230,SAME LAST NAME,"In 1347, after an 11-month siege, the Burghers of this city surrendered to the British; Rodin cast them in bronze 500 years later","$1200
1",Double Jeopardy
9230,SAME LAST NAME,"This nation of Central Asia borders 5 other ""Stan""s & lies mostly between the Syr Darya & Amu Darya Rivers","$1600
14",Double Jeopardy
9230,SAME LAST NAME,"""The Two Faces of January"", a thriller by her, has similar plot elements to her earlier work ""The Talented Mr. Ripley""","$1600
6",Double Jeopardy
9230,ACTORS & THEIR ROLES,"A 40-day Catholic season becomes a word for fuzz, fur & fluff","$1600
5",Double Jeopardy
9230,ACTORS & THEIR ROLES,A World War II U.S. general&a Knick turned U.S. senator from New Jersey,"$1600
3",Double Jeopardy
9230,ACTORS & THEIR ROLES,"The son of Drogo Baggins on film, he befriended a human-shaped dog on FX for 4 seasons","$1600
8",Double Jeopardy
9230,ACTORS & THEIR ROLES,"We should perhaps call this king of England ""the Conquered"" since he lost the throne at the Battle of Hastings","$1600
9",Double Jeopardy
9230,ACTORS & THEIR ROLES,This new name for the landlocked kingdom of Swaziland was officially introduced in 2018,"$2000
13",Double Jeopardy
9230,MEDIEVAL EUROPE,Jonathan Franzen won a National Book Award for this novel about the joys & hurts of the Lambert family,"$2000
10",Double Jeopardy
9230,MEDIEVAL EUROPE,"Another word for sheets & such becomes what you ""do"", such as a king's desire","DD: $5,000
22",Double Jeopardy
9230,MEDIEVAL EUROPE,"Writer of ""Prince Caspian""&a former congressman & SNCC leader","$2000
18",Double Jeopardy
9230,MEDIEVAL EUROPE,"This 2-time Oscar winner appeared as an extra on ""Little House on the Prairie"" before making his film debut in ""Taps""","$2000
19",Double Jeopardy
9230,MEDIEVAL EUROPE,"The word ""dunce"" comes from the name of this medieval philosopher because he became associated with pointless hairsplitting","$2000
21",Double Jeopardy
9230,U.S. BUSINESS,"The ""stencil"" logo released in 1979 for this chain used only 2 colors, one of which emphasized ""energy"" & ""value""","The ""stencil"" logo released in 1979 for this chain used only 2 colors, one of which emphasized ""energy"" & ""value""",Final Jeopardy
9229,"STARTS WITH ""S""","Under Robert's Rules, if you propose a motion, someone has to do this for the motion to be considered","$200
28",Jeopardy
9229,"STARTS WITH ""S""","For her 2018 nuptials, Meghan Markle was the first to use this honorific on a royal wedding invite","$200
30",Jeopardy
9229,"STARTS WITH ""S""","Since 2006 this coin has featured an image from a Rembrandt Peale portrait as part of its ""Return to Monticello"" theme","$200
17",Jeopardy
9229,"STARTS WITH ""S""",Snyder's of Hanover & Rold Gold excel at making these baked treats that feature a knot in the middle,"$200
29",Jeopardy
9229,"STARTS WITH ""S""",Fading TV star Rick Dalton,"$200
23",Jeopardy
9229,HERE'S YOUR INVITATION,Tourists hoping to see a monster can be found in Drumnadrochit on the shore of this loch,"$200
24",Jeopardy
9229,HERE'S YOUR INVITATION,"From a Latin word meaning ""of the world"", this adjective means not connected with religion","$400
27",Jeopardy
9229,HERE'S YOUR INVITATION,A party invite from Claudia Severa to her friend Lepidna is the earliest known handwriting by a woman in this language,"$400
26",Jeopardy
9229,HERE'S YOUR INVITATION,Washington was on the front & a colonial drummer & victory torch on the reverse of a special quarter that came out in this year,"$400
16",Jeopardy
9229,HERE'S YOUR INVITATION,"Spanish for ""little donkey"", this item isn't handheld when smothered with ranchero sauce","$400
25",Jeopardy
9229,U.S. COINS,Director & pilot Howard Hughes,"$400
22",Jeopardy
9229,U.S. COINS,"Only 2 to 10 miles wide, the Strait of Messina between Italy & this island was feared by olden sailors for its currents & mirages","$400
5",Jeopardy
9229,U.S. COINS,"A thought expressing an opinion based on incomplete evidence, or a business risk with not great odds","$600
19",Jeopardy
9229,U.S. COINS,"Bet folks watched their wallets after accepting an 1879 invitation to play ""the new game of billiards"" at this infamous NYC hall","$600
14",Jeopardy
9229,U.S. COINS,"This Midwest state's commemorative quarter features an astronaut, an early airplane & the words ""Birthplace of Aviation Pioneers""","$600
13",Jeopardy
9229,DID YOU EAT YET?,"Ichiro Mashita created this sushi staple in Los Angeles, subbing in avocado & crab for tuna","$600
15",Jeopardy
9229,DID YOU EAT YET?,Louis XIV & his secret twin brother,"$600
21",Jeopardy
9229,DID YOU EAT YET?,The Strait of this is at the northeast end of the English Channel,"$600
3",Jeopardy
9229,DID YOU EAT YET?,A professional who installs all kinds of pipes & makes sure they go snugly together,"$800
6",Jeopardy
9229,DID YOU EAT YET?,"Invitations for the ""laying the first stone of"" this went out in 1825 &, 146 years later, for its opening in Lake Havasu City","DD: $1,000
7",Jeopardy
9229,LEONARDO DiCAPRIO MOVIES BY CHARACTER,"The American Women Quarters Program begun in 2022 has featured Wilma Mankiller, first female chief of this indigenous people","$800
12",Jeopardy
9229,LEONARDO DiCAPRIO MOVIES BY CHARACTER,"It sounds European, but this tasty sandwich made with an olive spread was actually born in the Big Easy","$800
8",Jeopardy
9229,LEONARDO DiCAPRIO MOVIES BY CHARACTER,Left for dead frontiersman Hugh Glass,"$800
2",Jeopardy
9229,LEONARDO DiCAPRIO MOVIES BY CHARACTER,"The Tagus River reaches the Atlantic in this country, where you'll find the Tagus Estuary Natural Reserve","$800
1",Jeopardy
9229,LEONARDO DiCAPRIO MOVIES BY CHARACTER,This kind of persuasion works below the threshold of conscious perception,"$1000
18",Jeopardy
9229,EUROPEAN BODIES OF WATER,Invitations to a 1745 wedding ball for the dauphin & his young bride specified this palace as the venue,"$1000
20",Jeopardy
9229,EUROPEAN BODIES OF WATER,The U.S. Mint issued a 5-ounce silver coin in 2013 honoring this fort alluded to in our national anthem,"$1000
11",Jeopardy
9229,EUROPEAN BODIES OF WATER,"Rum-flavored whipped cream between 2 layers of ice cream, toasted nuts & candied fruit make up this frozen Italian dessert","$1000
10",Jeopardy
9229,EUROPEAN BODIES OF WATER,New York City Catholic school kid Jim Carroll,"$1000
9",Jeopardy
9229,EUROPEAN BODIES OF WATER,"Balaton, Central Europe's largest lake, gives pride to this country; PM Viktor Orban has said, ""More Balaton, less Brussels""","$1000
4",Jeopardy
9229,WOULD HAVE BROKEN THE INTERNET,"This composer's surprise drop of ""Für Elise"", an unreleased piano track, almost 40 years after his death","$400
30",Double Jeopardy
9229,WOULD HAVE BROKEN THE INTERNET,"In 2024's ""James"", Percival Everett puts runaway slave Jim from this classic at the center of the story","$400
23",Double Jeopardy
9229,WOULD HAVE BROKEN THE INTERNET,You have the nickname Starry McStarface--not this cool canine handle like Sirius has,"$400
29",Double Jeopardy
9229,WOULD HAVE BROKEN THE INTERNET,They're the close relatives who are notified of a death by military or police,"$400
22",Double Jeopardy
9229,WOULD HAVE BROKEN THE INTERNET,It blows:MOB TENOR,"$400
26",Double Jeopardy
